Logical_quotient_rating,i_get_stressed_out_easily,coding_skills_rating,public_speaking_points,i_am_always_prepared,i_follow_a_schedule,i_am_quick_to_understand_things,i_am_full_of_ideas,i_start_conversations,do_you_like_sports,entrepreneurial_mindset,tendency_to_worry,self_learning_capability,Extra_courses_did,Taken_inputs_from_seniors_or_elders,reading_and _writing_skills,memory_capability_score,interested_career_area ,Type_of_company_want_to_settle_in,Interested_Type_of_Books,Non_Technical_or_Technical,hard_smart_worker,worked_in_teams_ever,Introvert,Suggested_Job_Role
2,7,7,0,3,9,8,1,7,yes,yes,no,no,no,yes,medium,poor,testing,Web Services,Cookbooks,Technical,smart worker,yes,no,Applications Developer
5,8,1,1,9,1,1,1,3,no,yes,yes,no,yes,no,excellent,poor,testing,Testing and Maintainance Services,Horror,Non Technical,hard worker,yes,yes,Applications Developer
8,4,2,7,5,0,1,2,9,yes,no,yes,no,yes,yes,poor,poor,Business process analyst,Product based,Romance,Technical,smart worker,no,yes,Applications Developer
6,3,3,4,5,9,6,6,2,yes,yes,yes,yes,no,yes,poor,medium,system developer,Testing and Maintainance Services,Romance,Non Technical,smart worker,yes,no,Applications Developer
9,7,1,2,7,7,2,4,3,no,no,no,no,no,no,excellent,poor,system developer,SAaS services,Mystery,Non Technical,smart worker,yes,yes,Applications Developer
5,8,3,2,0,4,9,8,7,no,yes,no,no,yes,no,excellent,medium,cloud computing,product development,Prayer books,Non Technical,hard worker,no,yes,Applications Developer
3,6,3,2,1,7,2,4,8,no,no,yes,yes,yes,no,medium,excellent,developer,Service Based,Science,Technical,smart worker,no,no,Applications Developer
8,1,8,6,9,1,2,6,8,no,no,yes,no,yes,no,medium,medium,developer,Sales and Marketing,Travel,Technical,smart worker,no,yes,Applications Developer
7,0,3,4,2,5,3,8,2,yes,yes,no,no,yes,yes,poor,poor,system developer,Testing and Maintainance Services,Health,Non Technical,smart worker,yes,no,Applications Developer
0,5,7,7,4,1,0,2,3,no,yes,yes,no,no,no,medium,medium,testing,Finance,Cookbooks,Technical,hard worker,no,yes,Applications Developer
3,6,3,5,1,8,9,2,7,yes,no,yes,yes,no,no,medium,medium,testing,Sales and Marketing,Travel,Non Technical,hard worker,yes,yes,Applications Developer
8,9,3,3,9,7,9,4,3,yes,yes,no,yes,no,no,poor,medium,security,SAaS services,Autobiographies,Technical,smart worker,yes,yes,Applications Developer
0,0,5,8,5,3,8,8,0,yes,yes,no,yes,no,yes,medium,poor,cloud computing,SAaS services,Autobiographies,Non Technical,smart worker,no,yes,Applications Developer
0,9,0,5,8,3,2,7,1,yes,no,no,no,yes,yes,medium,medium,security,Web Services,Guide,Technical,hard worker,no,no,Applications Developer
2,3,2,9,3,4,4,3,0,no,no,no,yes,yes,yes,medium,medium,cloud computing,Sales and Marketing,Self help,Technical,smart worker,yes,yes,Applications Developer
6,4,8,0,5,2,8,2,4,yes,no,no,yes,no,yes,medium,medium,system developer,SAaS services,Prayer books,Non Technical,hard worker,yes,yes,Applications Developer
5,6,5,6,4,5,1,4,8,no,yes,no,yes,yes,yes,poor,medium,security,Sales and Marketing,Journals,Non Technical,hard worker,yes,yes,Applications Developer
3,1,7,1,3,7,2,8,2,yes,no,yes,yes,yes,no,poor,medium,testing,Testing and Maintainance Services,Art,Technical,smart worker,no,no,Applications Developer
0,1,7,0,7,1,6,8,6,yes,yes,yes,yes,yes,yes,poor,poor,developer,Cloud Services,Dictionaries,Non Technical,hard worker,no,no,Applications Developer
0,4,9,5,1,5,2,6,3,no,no,yes,yes,yes,yes,excellent,medium,testing,Product based,Comics,Technical,smart worker,yes,no,Applications Developer
9,8,5,1,5,8,6,4,6,no,no,yes,no,yes,no,medium,poor,cloud computing,Web Services,Anthology,Non Technical,hard worker,yes,yes,Applications Developer
4,3,0,7,2,6,4,7,8,no,no,yes,yes,yes,yes,excellent,excellent,security,Testing and Maintainance Services,Series,Non Technical,smart worker,yes,yes,Applications Developer
8,4,0,6,5,3,0,9,8,no,yes,no,no,yes,no,medium,excellent,testing,Sales and Marketing,Horror,Non Technical,hard worker,no,no,Applications Developer
7,6,0,1,4,4,0,1,3,yes,no,no,yes,no,no,medium,poor,cloud computing,Finance,Self help,Non Technical,hard worker,no,yes,Applications Developer
7,1,6,7,5,6,7,8,2,yes,yes,yes,yes,yes,no,poor,medium,developer,Sales and Marketing,Fantasy,Technical,smart worker,no,yes,Applications Developer
6,7,5,6,0,1,5,4,0,yes,yes,no,no,yes,yes,poor,poor,system developer,SAaS services,Travel,Non Technical,smart worker,no,yes,Applications Developer
2,0,3,1,6,7,6,8,5,yes,yes,no,no,yes,no,poor,poor,Business process analyst,SAaS services,Trilogy,Technical,smart worker,yes,yes,Applications Developer
6,3,2,8,1,3,9,6,1,no,yes,no,yes,no,no,medium,poor,system developer,SAaS services,Cookbooks,Technical,hard worker,yes,no,Applications Developer
6,5,5,4,6,9,3,6,4,yes,no,yes,no,yes,yes,excellent,medium,Business process analyst,Testing and Maintainance Services,Science,Non Technical,hard worker,yes,no,Applications Developer
5,2,5,6,2,2,1,4,8,yes,no,no,no,no,yes,medium,medium,testing,Finance,Dictionaries,Non Technical,hard worker,yes,yes,Applications Developer
7,0,1,5,5,5,1,0,7,no,yes,no,yes,yes,yes,medium,poor,system developer,Product based,Health,Technical,smart worker,yes,no,Applications Developer
6,7,5,1,1,0,3,2,4,no,no,yes,no,yes,yes,medium,excellent,Business process analyst,Product based,Mystery,Non Technical,smart worker,no,yes,Applications Developer
8,3,4,2,1,1,4,5,7,no,yes,yes,no,yes,no,excellent,medium,Business process analyst,Product based,Horror,Non Technical,hard worker,yes,no,Applications Developer
0,1,0,5,0,0,7,3,5,no,no,no,yes,yes,no,medium,medium,developer,Cloud Services,Travel,Technical,hard worker,no,no,Applications Developer
7,2,7,9,9,1,4,0,6,no,no,no,no,no,no,poor,excellent,security,Web Services,Poetry,Technical,smart worker,no,yes,Applications Developer
7,7,4,5,7,0,9,4,1,no,no,no,no,no,yes,excellent,poor,security,Sales and Marketing,Diaries,Non Technical,smart worker,no,no,Applications Developer
2,9,9,2,1,0,5,8,6,yes,no,no,no,no,no,poor,medium,developer,Service Based,Science,Technical,hard worker,yes,yes,Applications Developer
4,5,6,2,1,0,1,1,5,no,yes,no,no,yes,no,poor,poor,system developer,Sales and Marketing,Health,Non Technical,smart worker,no,yes,Applications Developer
7,4,2,1,4,1,3,3,8,yes,yes,no,yes,yes,yes,excellent,excellent,developer,Sales and Marketing,Health,Non Technical,hard worker,yes,no,Applications Developer
0,0,5,2,3,8,4,6,4,no,no,no,no,yes,yes,poor,excellent,security,Testing and Maintainance Services,Science fiction,Non Technical,smart worker,yes,yes,Applications Developer
5,6,5,5,7,6,0,3,7,no,no,no,yes,no,no,medium,medium,developer,SAaS services,History,Non Technical,hard worker,no,yes,Applications Developer
3,5,6,2,8,8,3,0,1,no,no,no,no,no,yes,poor,poor,cloud computing,Web Services,Trilogy,Non Technical,smart worker,yes,yes,Applications Developer
0,9,2,3,1,8,4,0,4,yes,no,no,no,yes,yes,excellent,excellent,security,BPA,Guide,Non Technical,smart worker,no,no,Applications Developer
3,7,1,1,2,3,3,6,9,yes,no,no,no,yes,no,poor,medium,developer,SAaS services,Math,Technical,hard worker,yes,yes,Applications Developer
6,1,1,8,0,1,6,7,4,yes,no,no,no,no,yes,medium,excellent,system developer,Cloud Services,Science fiction,Technical,smart worker,no,no,Applications Developer
7,1,1,0,6,3,4,3,8,no,yes,no,yes,no,yes,excellent,poor,system developer,BPA,Poetry,Non Technical,smart worker,yes,yes,Applications Developer
0,8,3,1,8,6,5,6,3,no,no,yes,no,yes,no,poor,poor,Business process analyst,Product based,Guide,Technical,hard worker,yes,no,Applications Developer
1,9,2,4,6,3,4,1,4,no,yes,no,no,yes,no,medium,excellent,system developer,BPA,Science fiction,Non Technical,smart worker,yes,no,Applications Developer
3,4,7,5,6,8,2,2,7,yes,yes,yes,no,yes,yes,poor,medium,testing,Sales and Marketing,Drama,Technical,hard worker,no,no,Applications Developer
0,7,3,3,9,7,8,5,5,yes,no,no,no,yes,yes,poor,poor,Business process analyst,BPA,Horror,Non Technical,hard worker,no,yes,Applications Developer
8,7,5,4,4,0,0,8,8,no,yes,yes,yes,yes,no,medium,excellent,testing,product development,Horror,Technical,hard worker,no,yes,Applications Developer
9,5,1,0,9,0,3,0,2,no,yes,yes,yes,no,yes,medium,excellent,Business process analyst,Product based,Guide,Non Technical,smart worker,no,yes,Applications Developer
3,8,4,9,3,8,5,1,3,no,yes,no,no,no,yes,excellent,excellent,security,Cloud Services,Prayer books,Technical,smart worker,yes,no,Applications Developer
3,6,4,5,3,3,8,2,3,no,yes,no,yes,yes,yes,poor,poor,testing,Testing and Maintainance Services,Drama,Non Technical,hard worker,no,no,Applications Developer
8,5,0,2,1,3,9,5,2,no,yes,yes,no,yes,yes,excellent,poor,security,Finance,History,Non Technical,hard worker,yes,no,Applications Developer
6,5,0,2,0,1,7,9,2,yes,no,yes,yes,yes,yes,medium,poor,Business process analyst,BPA,Dictionaries,Non Technical,hard worker,no,no,Applications Developer
7,6,2,1,6,3,9,1,3,yes,yes,yes,yes,yes,no,poor,excellent,cloud computing,SAaS services,Health,Technical,smart worker,yes,no,Applications Developer
6,4,4,2,1,6,5,3,0,yes,no,yes,yes,no,yes,medium,excellent,cloud computing,product development,Prayer books,Technical,hard worker,yes,no,Applications Developer
8,8,8,4,9,6,4,1,0,no,yes,no,no,yes,no,medium,excellent,cloud computing,Finance,Self help,Technical,hard worker,no,yes,Applications Developer
7,8,2,9,6,7,9,3,6,no,yes,no,no,no,yes,excellent,excellent,system developer,Finance,Poetry,Technical,smart worker,no,no,Applications Developer
3,7,0,7,6,1,5,0,0,no,no,yes,no,no,yes,excellent,medium,Business process analyst,Web Services,Prayer books,Non Technical,smart worker,yes,no,Applications Developer
1,1,3,1,7,2,3,2,8,yes,yes,no,no,no,no,poor,medium,Business process analyst,product development,Health,Non Technical,smart worker,yes,yes,Applications Developer
9,1,7,2,0,9,4,6,5,no,no,yes,yes,no,no,poor,medium,system developer,product development,Prayer books,Technical,hard worker,yes,yes,Applications Developer
3,7,7,3,7,9,8,1,7,yes,no,no,yes,no,no,excellent,excellent,system developer,Finance,Math,Technical,hard worker,no,no,Applications Developer
6,3,2,0,7,8,2,7,6,yes,no,yes,no,no,yes,poor,poor,developer,Sales and Marketing,Biographies,Non Technical,hard worker,yes,yes,Applications Developer
6,0,5,0,1,4,6,5,2,yes,no,yes,yes,no,yes,medium,poor,security,Web Services,Drama,Non Technical,hard worker,yes,no,Applications Developer
4,1,5,0,7,6,2,8,6,no,yes,yes,no,yes,yes,excellent,excellent,Business process analyst,product development,Prayer books,Non Technical,hard worker,no,no,Applications Developer
5,9,8,6,8,7,0,0,3,yes,no,yes,yes,yes,yes,medium,poor,testing,Product based,History,Non Technical,hard worker,no,yes,Applications Developer
8,2,1,2,8,6,1,9,8,yes,yes,no,no,no,no,poor,poor,security,Web Services,Drama,Technical,smart worker,yes,yes,Applications Developer
5,9,8,7,4,2,2,6,1,no,yes,yes,no,no,no,poor,medium,testing,Sales and Marketing,Satire,Technical,smart worker,yes,no,Applications Developer
9,7,5,3,0,0,2,8,7,no,no,no,no,no,yes,excellent,excellent,testing,Testing and Maintainance Services,Religion-Spirituality,Technical,smart worker,no,no,Applications Developer
9,2,5,4,5,7,3,9,9,no,yes,no,no,yes,no,poor,poor,Business process analyst,Product based,Self help,Technical,hard worker,no,no,Applications Developer
7,3,7,7,3,4,3,4,2,yes,yes,no,no,yes,no,poor,excellent,developer,Web Services,Religion-Spirituality,Technical,smart worker,yes,yes,Applications Developer
1,3,6,7,6,4,8,7,0,yes,no,no,no,no,yes,excellent,poor,testing,SAaS services,Childrens,Technical,hard worker,no,yes,Applications Developer
6,9,2,1,1,4,5,6,9,no,no,yes,yes,no,yes,medium,medium,system developer,Finance,Guide,Technical,smart worker,no,yes,Applications Developer
0,1,6,9,3,5,5,6,4,yes,no,yes,yes,yes,yes,excellent,poor,security,Cloud Services,Romance,Technical,smart worker,yes,no,Applications Developer
7,4,6,1,7,4,2,0,1,no,yes,no,no,yes,no,poor,poor,cloud computing,Product based,Prayer books,Non Technical,smart worker,no,yes,Applications Developer
5,2,2,3,0,4,9,1,7,yes,yes,yes,no,yes,yes,poor,poor,testing,Testing and Maintainance Services,Encyclopedias,Non Technical,smart worker,no,yes,Applications Developer
6,3,1,1,2,3,5,9,5,no,yes,no,yes,no,yes,medium,poor,Business process analyst,Finance,Dictionaries,Non Technical,smart worker,yes,yes,Applications Developer
3,3,6,7,1,7,7,6,1,no,no,no,yes,no,no,medium,excellent,security,Product based,Art,Non Technical,hard worker,yes,no,Applications Developer
1,5,4,7,7,1,5,8,6,yes,no,yes,no,yes,no,excellent,poor,security,BPA,Childrens,Technical,hard worker,yes,yes,Applications Developer
0,2,9,0,1,4,9,3,7,no,no,yes,no,no,yes,medium,excellent,system developer,Web Services,Religion-Spirituality,Technical,hard worker,yes,no,Applications Developer
7,2,1,6,6,1,8,2,3,no,no,yes,no,no,no,excellent,medium,system developer,Testing and Maintainance Services,Prayer books,Technical,smart worker,yes,no,Applications Developer
0,0,2,4,9,5,1,0,3,no,no,yes,yes,yes,yes,medium,poor,testing,SAaS services,History,Non Technical,smart worker,yes,no,Applications Developer
6,5,1,7,2,3,7,9,3,no,no,no,yes,yes,no,medium,medium,system developer,Sales and Marketing,Fantasy,Non Technical,hard worker,no,yes,Applications Developer
7,5,1,0,2,7,5,2,5,no,yes,no,yes,yes,no,medium,excellent,system developer,Sales and Marketing,Guide,Non Technical,smart worker,no,yes,Applications Developer
1,3,6,0,8,6,1,6,7,no,no,no,yes,yes,no,poor,medium,security,product development,Science,Technical,hard worker,no,no,Applications Developer
1,7,0,0,6,7,5,9,5,no,yes,yes,no,yes,no,excellent,medium,cloud computing,SAaS services,Autobiographies,Technical,hard worker,no,yes,Applications Developer
2,2,6,8,5,3,7,5,4,no,yes,no,no,no,yes,excellent,excellent,system developer,Service Based,Journals,Non Technical,hard worker,no,yes,Applications Developer
7,1,4,1,9,8,3,8,5,yes,no,no,yes,yes,no,poor,poor,cloud computing,Web Services,Encyclopedias,Non Technical,smart worker,no,yes,Applications Developer
2,2,6,2,2,0,6,3,3,yes,yes,yes,yes,yes,yes,medium,excellent,developer,Sales and Marketing,Religion-Spirituality,Technical,hard worker,no,yes,Applications Developer
4,2,8,1,7,3,4,2,2,no,no,yes,no,no,no,excellent,medium,Business process analyst,Product based,Fantasy,Technical,hard worker,no,no,Applications Developer
3,9,7,1,1,7,9,2,7,yes,yes,yes,yes,no,no,poor,medium,testing,Finance,History,Technical,hard worker,yes,no,Applications Developer
8,8,2,5,9,7,8,5,9,no,no,yes,no,no,yes,medium,excellent,Business process analyst,BPA,Horror,Non Technical,smart worker,no,yes,Applications Developer
9,7,1,5,6,1,2,6,3,yes,no,no,no,no,yes,excellent,excellent,cloud computing,Cloud Services,Art,Non Technical,hard worker,yes,no,Applications Developer
1,1,9,9,2,7,0,7,2,no,yes,no,no,yes,yes,poor,medium,Business process analyst,Finance,Dictionaries,Non Technical,hard worker,no,yes,Applications Developer
9,7,0,4,1,8,2,1,8,yes,no,yes,yes,yes,no,excellent,medium,cloud computing,Service Based,Art,Non Technical,smart worker,no,yes,Applications Developer
7,8,4,2,4,0,2,3,3,no,no,no,no,yes,no,medium,medium,Business process analyst,Web Services,History,Non Technical,smart worker,no,yes,Applications Developer
0,4,3,5,9,6,6,6,9,yes,no,yes,no,yes,no,poor,poor,Business process analyst,Product based,Guide,Technical,hard worker,no,no,Applications Developer
2,4,5,6,3,5,1,2,2,yes,yes,yes,yes,no,yes,medium,medium,cloud computing,Service Based,Math,Technical,hard worker,no,no,Applications Developer
0,6,7,8,4,8,8,7,4,yes,no,no,yes,yes,no,medium,medium,developer,Cloud Services,Comics,Technical,hard worker,no,no,Applications Developer
8,3,8,7,5,9,0,1,3,yes,no,yes,no,no,no,medium,excellent,developer,product development,Prayer books,Non Technical,hard worker,no,yes,Applications Developer
5,4,0,7,4,3,8,6,5,no,no,no,yes,yes,no,poor,poor,developer,Cloud Services,Autobiographies,Non Technical,smart worker,yes,no,Applications Developer
5,9,2,0,7,9,0,4,7,no,yes,no,yes,no,no,poor,excellent,security,Finance,Cookbooks,Technical,hard worker,no,no,Applications Developer
1,0,7,3,8,4,0,5,1,no,no,no,no,yes,yes,medium,excellent,testing,SAaS services,Biographies,Non Technical,smart worker,yes,yes,Applications Developer
2,5,3,1,2,7,6,3,5,no,no,yes,yes,yes,no,excellent,poor,developer,Web Services,Diaries,Non Technical,hard worker,yes,yes,Applications Developer
7,1,7,2,7,5,9,1,6,yes,no,no,yes,yes,no,medium,excellent,developer,Testing and Maintainance Services,Autobiographies,Technical,hard worker,yes,no,Applications Developer
9,7,4,4,3,2,1,0,0,yes,yes,no,yes,no,yes,poor,excellent,testing,Service Based,History,Non Technical,smart worker,yes,no,Applications Developer
9,2,7,6,6,4,5,6,7,yes,yes,yes,no,yes,no,medium,poor,testing,Finance,Self help,Technical,hard worker,yes,no,Applications Developer
1,1,1,6,6,1,5,8,1,no,no,no,yes,no,yes,excellent,excellent,system developer,Testing and Maintainance Services,Guide,Technical,smart worker,no,no,Applications Developer
3,7,0,6,7,7,5,8,0,no,no,yes,no,yes,yes,excellent,poor,security,Cloud Services,Science,Non Technical,smart worker,no,yes,Applications Developer
1,7,2,3,7,4,7,9,2,yes,no,no,yes,no,yes,poor,excellent,developer,SAaS services,Series,Non Technical,hard worker,yes,no,Applications Developer
5,4,3,2,5,7,2,1,8,no,no,yes,no,yes,no,excellent,medium,developer,SAaS services,Travel,Technical,hard worker,yes,no,Applications Developer
6,6,6,8,1,5,9,6,5,no,no,no,yes,yes,yes,excellent,excellent,developer,Cloud Services,Guide,Technical,smart worker,yes,no,Applications Developer
8,2,2,9,9,4,5,2,9,no,yes,no,no,yes,no,medium,medium,security,Web Services,Health,Technical,hard worker,no,yes,Applications Developer
1,4,5,6,8,9,3,0,1,no,yes,yes,yes,no,yes,medium,poor,developer,BPA,Science fiction,Non Technical,smart worker,yes,no,Applications Developer
2,0,8,3,8,3,4,6,6,no,no,yes,yes,no,no,poor,excellent,testing,Cloud Services,Diaries,Non Technical,hard worker,yes,yes,Applications Developer
8,8,0,6,2,6,4,6,1,no,no,yes,yes,no,no,medium,medium,testing,Product based,Satire,Non Technical,smart worker,yes,no,Applications Developer
5,6,3,7,5,7,2,6,9,yes,yes,no,yes,yes,no,poor,medium,security,Sales and Marketing,Travel,Technical,smart worker,no,no,Applications Developer
8,9,3,9,1,8,7,3,2,yes,yes,yes,yes,no,no,medium,medium,cloud computing,Web Services,Childrens,Technical,smart worker,yes,yes,Applications Developer
0,3,4,4,0,3,5,7,1,yes,no,no,no,yes,no,excellent,excellent,system developer,product development,Guide,Technical,hard worker,yes,yes,Applications Developer
5,6,4,5,0,3,9,9,1,yes,no,yes,no,yes,no,excellent,excellent,Business process analyst,Web Services,Fantasy,Technical,smart worker,yes,no,Applications Developer
0,8,9,9,9,5,5,6,1,yes,yes,yes,no,yes,yes,poor,excellent,security,Sales and Marketing,Journals,Technical,smart worker,yes,yes,Applications Developer
5,6,7,6,6,2,6,1,8,no,no,yes,no,no,no,poor,poor,security,product development,Horror,Non Technical,hard worker,yes,yes,Applications Developer
1,4,7,0,1,2,3,3,8,no,no,no,no,yes,yes,medium,excellent,security,Product based,Romance,Non Technical,hard worker,yes,no,Applications Developer
3,7,9,2,9,7,4,1,1,no,no,yes,no,no,yes,medium,medium,developer,Cloud Services,Guide,Technical,hard worker,yes,yes,Applications Developer
