University,Course_Name,CAO Score,Budget,City,Interest,Job domain
Technological University of the Shannon,"Early Years Care and Education
Bachelor of Arts(AL764)",260,6500,Athlone,Football,HR
Technological University of the Shannon,"Graphic Design
Bachelor of Arts(AL763)",642,7500,Athlone,Singing,Management
Technological University of the Shannon,"B.B. Hons Sport Management (with international placement)
Bachelor of Business (Honours)(AL854)",300,6000,Athlone,Chess,Support
Technological University of the Shannon,"Bachelor of Engineering (Honours) in Mechanical & Polymer Engineering
Bachelor of Engineering(AL820)",327,7000,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Automation & Robotics
Bachelor of Engineering(AL712)",247,8000,Athlone,Automation,Law
Technological University of the Shannon,"Civil Engineering
Bachelor of Engineering(US761)",242,9000,Athlone,Cricket,IT
Technological University of the Shannon,"Computer Engineering
Bachelor of Engineering(AL704)",210,10000,Athlone,Football,HR
Technological University of the Shannon,"Mechanical Engineering
Bachelor of Engineering(AL710)",243,6000,Athlone,Singing,Management
Technological University of the Shannon,"Bachelor of Engineering in Computer Engineering for Robotics
Bachelor of Engineering (US716)",325,7000,Athlone,Chess,Support
Technological University of the Shannon,"BSc(Hons) in Bioveterinary Science
Bachelor of Science (Honours)(AL842)",338,4210,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Microbiology
Bachelor of Science (Honours)(AL839)",325,3689,Athlone,Automation,Law
Technological University of the Shannon,"Software Design with Virtual Reality and Gaming
Bachelor of Science (Honours)(AL801)",300,3489,Athlone,Cricket,IT
Dundalk Institute Of Technology,Electronic and Mechanical Engineering (DKA41),308,2240,Dundalk,Football,HR
Dundalk Institute Of Technology,BA (Hons) in Accounting & Finance (DK810),307,2120,Dundalk,Singing,Management
Dundalk Institute Of Technology,BA (Hons) in Applied Youth Work(DK866),309,5000,Dundalk,Chess,Support
Dundalk Institute Of Technology,"
BA (Hons) in Arts( DK861)",302,4500,Dundalk,Athletics ,Finance 
Dundalk Institute Of Technology,BA (Hons) in Audio and Music Production(DK865),352,3500,Dundalk,Automation,Law
Dundalk Institute Of Technology,BA (Hons) in Creative Media( DK863),336,6500,Dundalk,Cricket,IT
Dundalk Institute Of Technology,"
BA (Hons) in Early Childhood Studies(DK876)",300,7500,Dundalk,Football,HR
Dundalk Institute Of Technology,BA (Hons) in Film & Television Production(DK864),308,8000,Dundalk,Singing,Management
Dundalk Institute Of Technology,BA (Hons) in International Tourism Management(DK850),303,9000,Dundalk,Chess,Support
Dundalk Institute Of Technology,BA (Hons) in Social Care (DK862),322,10000,Dundalk,Athletics ,Finance 
Dundalk Institute Of Technology,BA in Audio and Music Production(DK768),329,6000,Dundalk,Automation,Law
Dundalk Institute Of Technology,BA in Community Youth Work(DK767),240,4210,Dundalk,Cricket,IT
Dundalk Institute Of Technology,BA in Culinary Arts(DK753),192,3689,Dundalk,Football,HR
Dundalk Institute Of Technology,BA in Digital Marketing & Public Relations(DK712),206,3489,Dundalk,Singing,Management
Dundalk Institute Of Technology,BA in Hospitality Management(DK750),223,2240,Dundalk,Chess,Support
Dundalk Institute Of Technology,"BA in Sport, Exercise & Enterprise(DK763)",205,2120,Dundalk,Athletics ,Finance 
Dundalk Institute Of Technology,BA in Theatre and Film Practice(DK770),140,5000,Dundalk,Automation,Law
Dundalk Institute Of Technology,Bachelor (Hons) of Business - Monaghan Institute / DkIT,301,4500,Dundalk,Cricket,IT
Dundalk Institute Of Technology,Bachelor of Engineering (Hons) in Engineering (Common Entry)(DK843),404,3500,Dundalk,Football,HR
Dundalk Institute Of Technology,Bachelor of Engineering (Hons) in Electrical and Electronic Engineering(DK845),331,6500,Dundalk,Singing,Management
Dundalk Institute Of Technology,Bachelor of Engineering (Hons) in Civil Engineering(DK846),371,7500,Dundalk,Chess,Support
Dundalk Institute Of Technology,Bachelor of Business Studies (Honours)(DK816),301,7000,Dundalk,Athletics ,Finance 
Dundalk Institute Of Technology,Bachelor of Engineering (Hons) in Mechanical Engineering(DK844),336,8000,Dundalk,Automation,Law
Dundalk Institute Of Technology,Bachelor of Engineering in Civil Engineering(DK744),165,9000,Dundalk,Cricket,IT
Dundalk Institute Of Technology,Bachelor of Engineering in Electrical & Electronic Systems(DK742),166,10000,Dundalk,Football,HR
Dundalk Institute Of Technology,BB in Business and Management(DK710),120,4210,Dundalk,Singing,Management
Dundalk Institute Of Technology,BB in Business and Technology ( DK711),140,3689,Dundalk,Chess,Support
Dundalk Institute Of Technology,BSc (Hons) in Architectural Technology(DK831),368,3489,Dundalk,Athletics ,Finance 
Dundalk Institute Of Technology,BSc (Hons) in Augmented and Virtual Reality(DK822),320,2240,Dundalk,Automation,Law
Dundalk Institute Of Technology,"
BSc (Hons) in Construction Management(DK832)",358,2120,Dundalk,Cricket,IT
Dundalk Institute Of Technology,BSc (Hons) in Computing in Software Development(DK821),320,5000,Dundalk,Football,HR
Dundalk Institute Of Technology,BSc (Hons) in Computing in Games Development(DK820),309,4500,Dundalk,Singing,Management
Dundalk Institute Of Technology,BSc (Hons) in Building Surveying(DK830),305,3500,Dundalk,Chess,Support
Dundalk Institute Of Technology,BSc (Hons) in Intellectual Disability Nursing(DK872),367,6500,Dundalk,Athletics ,Finance 
Dundalk Institute Of Technology,BSc (Hons) in Health and Physical Activity(DK880),301,7500,Dundalk,Automation,Law
Dundalk Institute Of Technology,BSc (Hons) in General Nursing(DK870),440,6000,Dundalk,Cricket,IT
Dundalk Institute Of Technology,BSc (Hons) in Midwifery(DK877),482,7000,Dundalk,Football,HR
Dundalk Institute Of Technology,BSc (Hons) in Mental Health Nursing( DK874),398,8000,Dundalk,Singing,Management
Dundalk Institute Of Technology,BSc (Hons) in Mental Non Health Non Nursing( DK83234),372,9000,Dundalk,Chess,Support
University College Cork,Accounting (BSc (Hons)) CK202,507,4210,Cork,Football,HR
University College Cork,Anthropology (BA (Hons)) (CK123),318,3689,Cork,Singing,Management
University College Cork,Arts (BA (Hons)) CK101,300,3489,Cork,Chess,Support
University College Cork,Biochemistry (BSc (Hons)) (CK402),553,2240,Cork,Athletics ,Finance 
University College Cork,Biological & Chemical Sciences (BSc (Hons)) (CK402),553,2120,Cork,Automation,Law
University College Cork,Business Information Systems (BSc (Hons)) (CK203),458,5000,Cork,Cricket,IT
University College Cork,Chemical Physics (BSc (Hons)) (CK406),578,4500,Cork,Football,HR
University College Cork,Commerce (BComm (Hons)) (CK201),508,3500,Cork,Singing,Management
University College Cork,Computer Science (BSc (Hons)) (CK401),509,6500,Cork,Chess,Support
University College Cork,Data Science & Analytics (BSc (Hons)) (CK 411),467,7500,Cork,Athletics ,Finance 
University College Cork,Electrical & Electronic Engineering (BE (Hons)) (CK600),510,7000,Cork,Automation,Law
Munster Technological University,MT 750 BSc (Agriculture),425,8000,Cork,Cricket,IT
Munster Technological University,MT 774 BSc (Chemistry),550,5000,Cork,Football,HR
Munster Technological University,CR_SBIBI_7 BSc (Biological Sciences),535,6500,Cork,Singing,Management
Munster Technological University,MT 705 BSc (Information Technology),475,6500,Cork,Chess,Support
Munster Technological University,MT 747 Automotive Technology and Management (BSc) (Level 7),450,6750,Cork,Athletics ,Finance 
Munster Technological University,MT 766 Nautical Science (BSc) (Level 7),500,2500,Cork,Automation,Law
Munster Technological University,MT 770 Physical Sciences (Common Entry) Level 7 CR300,525,2800,Cork,Cricket,IT
Munster Technological University,MT 760 Interior Architecture (BSc) (Level 7),500,2900,Cork,Football,HR
Munster Technological University,CR_SFSTE_7 Food and Health Science (BSc Degree),350,4210,Cork,Singing,Management
Munster Technological University,MT 739 Biomedical Engineering (BEng) (Level 7),555,3689,Cork,Chess,Support
Munster Technological University,MT 765 Marine Electrotechnology (BEng),540,3489,Cork,Athletics ,Finance 
Munster Technological University,3D CAD & Solid Modelling - Cork Campus (CR_ECADM_6),327,3689,Cork,Cricket,Law
Cork College of FET,3D Computer aided design - Beginners (109425),247,3489,Cork,Football,IT
Cork College of FET,Accountancy - ACCA (94479),242,2240,Cork,Singing,IT
Cork College of FET,Accountancy - CPA (56495),210,2120,Cork,Chess,HR
Munster Technological University,Accountants - Institute of Certified Public Accountants in Ireland - Cork Campus (CR_BCPAC_8),243,5000,Cork,Athletics ,Management
University College Cork,Accounting (MCAC),325,4500,Cork,Cricket,Support
University College Cork,Accounting (CK202),338,3500,Cork,Football,Finance 
University College Cork,Accounting & Business - ACCA (100788),325,6500,Cork,Singing,Law
Munster Technological University,Accounting & Business - ACCA - Cork Campus (CR_BACCB_6),300,7500,Cork,Chess,IT
Griffith College Cork,Accounting & Finance (GC201),308,6000,Cork,Athletics ,IT
Munster Technological University,Accounting - Applied Accounting - Cork Campus (CR_BAACC_9),307,7000,Cork,Cricket,HR
Munster Technological University,Accounting - Cork Campus (CR_BACCE_8),309,8000,Cork,Football,Management
Munster Technological University,Accounting - Cork Campus (MT942),302,3689,Cork,Singing,Support
Cork College of FET,Accounting - Practical Accounting for Small Business (97218),352,3489,Cork,Chess,Finance 
Cork College of FET,Accounting Technician - Apprenticeship (6M20617),310,2240,Cork,Athletics ,Law
Cork College of FET,Accounting Technician - Year 1 (45319),310,2120,Cork,Cricket,IT
Cork College of FET,Accounting Technician - Year 2 (107391),309,5000,Cork,Football,IT
Cork College of FET,Accounting Technician Diploma (113092),547,4500,Cork,Singing,HR
Cork College of FET,Accounting Technicians (99078),575,3500,Cork,Chess,Management
Cork College of FET,Accounting Technicians Ireland - ATI (73086),301,6500,Cork,Athletics ,Support
Cork College of FET,Accounting Technicians Ireland - Cork Campus (CR_BIATI_6),300,7500,Cork,Cricket,Finance 
Cork College of FET,Accounts Administration - Business Administration (5M2468 5N2066),260,6000,Cork,Football,Law
Cork College of FET,Accounts Administration - Business Administration (5M2468),642,7000,Cork,Singing,IT
Cork College of FET,Acoustic Guitar - Beginners (H04),300,8000,Cork,Chess,IT
Cork College of FET,Acting for Beginners (11835),327,3689,Cork,Athletics ,HR
Cork College of FET,Acting for Stage & Screen (5M5151),247,3489,Cork,Cricket,Management
Cork College of FET,Acting Intermediary (114445),242,2240,Cork,Football,Support
Cork College of FET,Activities of Living Patient Care (5N3707),352,2120,Cork,Singing,Finance 
Cork College of FET,Adobe Photoshop - Beginners (75369),336,5000,Cork,Chess,Law
Cork College of FET,Adult Basic Education Service - Literacy (83084),247,4500,Cork,Athletics ,IT
Cork College of FET,Adult Green Cert - Part-time (5M20454 6S20487),242,3500,Cork,Cricket,IT
Bronwyn Conroy Beauty School,Aesthetic for Beginners Advanced (111696),210,6500,Cork,Football,HR
Douglas Community School,African Drumming - Beginners (H03),243,7500,Cork,Singing,Management
Munster Technological University,Agri-Biosciences - Cork Campus (MT879),325,6000,Cork,Chess,Support
University College Cork,Agricultural Science (CK412),310,7000,Cork,Athletics ,Finance 
Munster Technological University,Agriculture - Clonakilty / Cork Campus (MT750),310,8000,Cork,Cricket,Law
Ballyhaise Agricultural College and Clonakilty Agricultural College,Agriculture - Pig Production / Management (5M20454 6M20486),309,8000,Cork,Football,IT
Ballincollig Community School,Alexander Technique (W9),547,3689,Cork,Singing,IT
Ashton School,Alexander Technique - Beginners (25156),575,3489,Cork,Chess,HR
University College Cork,Alternative Dispute Resolution (LW6619),301,2240,Cork,Athletics ,Management
Ballincollig Community School,Amateur Astronomy - Beginners (M8),300,2120,Cork,Cricket,Support
Ashton School,Amigurumi (112157),260,5000,Cork,Football,Finance 
Munster Technological University,Analytical & Pharmaceutical Chemistry - Cork Campus (MT774),642,4500,Cork,Singing,Law
