,CourseID,Course_name,Score1,Score2
699,DL041,Animation,#695,835.0
700,DL042,Photography,#778,879.0
701,DL043,Visual Communications,#585,695.0
702,DL044,Visual Arts Practice (Fine Art),#480,715.0
703,DL045,Film and Television Production,#870,975.0
704,DL046,Modelmaking Design and Digital Effects,#600*,845.0
705,DL047,Design for Stage and Screen (Production Design),#879,999.0
706,DL048,Design for Stage and Screen (Costume Design),#885,950.0
707,DL049,Design for Stage and Screen (Makeup Design),#819,960.0
708,DL141,Applied Psychology,385,430.0
709,DL143,Multimedia Systems/Web Engineering,335,390.0
710,DL241,English Media and Cultural Studies,355,385.0
711,DL242,Business Studies and Arts Management,335,365.0
712,DL245,Business Studies - Entrepreneurship,285,325.0
713,FR001,Education - Primary Teaching,465*,465.0
714,FR002,Education - Primary Teaching - Gaeltacht Applicants,430,430.0
715,GC200,Business Studies (Cork),9999,
716,GC201,Accounting and Finance (Cork),145,390.0
717,GC203,Law (Cork),310,340.0
718,GC400,Business Studies (Dublin),235,320.0
719,GC401,Accounting and Finance (Dublin),260,325.0
720,GC403,Law (Dublin),300,340.0
721,GC404,Business and Law (Dublin),265,320.0
722,GC405,International Hospitality Management (Dublin),195,280.0
723,GC430,Computing Science (Dublin),225,300.0
724,GC450,Journalism and Visual Media (Dublin),200,320.0
725,GC489,Interior Architecture (Dublin),230,315.0
726,GC494,Fashion Design (Dublin),#315,375.0
727,IC001,Journalism,210,330.0
728,BY101,Business,23,300.0
729,BY102,Marketing,999,
730,BY103,Business Information Systems,999,
731,BN101,Business,215,300.0
732,BN103,Business and Information Technology,235,295.0
733,BN104,Computing (Information Technology),200,270.0
734,BN105,Engineering (Mechatronics),220,290.0
735,BN106,Engineering (Computer Engineering),225,280.0
736,BN107,Applied Social Studies in Social Care,345,370.0
737,BN108,Engineering,205,315.0
738,BN109,Business,220,305.0
739,BN110,International Business,225,300.0
740,BN111,Sports Management and Coaching,345,365.0
741,BN112,Creative Digital Media,310,330.0
742,BN113,Horticulture,255,330.0
743,BN115,Social and Community Development,320,335.0
744,BN118,Early Childhood Care and Education,350,370.0
745,TA021,European Studies,220,310.0
746,TA022,Creative Digital Media,350,375.0
747,TA023,Advertising and Marketing Communications,250,310.0
748,TA025,Social Care Practice,340,355.0
749,TA026,International Hospitality and Tourism Management,210,300.0
750,TA121,Accounting,255,320.0
751,TA122,Management,280,330.0
752,TA123,Marketing Management,240,290.0
753,TA124,Financial Services and Investment Analysis,205,305.0
754,TA221,Electronic Engineering,280,335.0
755,TA222,Mechanical Engineering,275,335.0
756,TA321,Pharmaceutical Science,310,325.0
757,TA322,Computing,300,320.0
758,TA323,Information Technology Management,205,295.0
759,TA326,DNA and Forensic Science,350,375.0
760,MD201,EducationReligion and English - second level teaching,415,440.0
761,MD301,Education Religion and History - second level teaching,385,400.0
762,MD401,Education Religion and Music - second level teaching,#400,425.0
763,MD500,Arts - Irish Studies and Religious Studies,330,350.0
764,NC001,Accounting and Human Resource Management,315,345.0
765,NC003,Computing,270,305.0
766,NC004,Business Information Systems,270,300.0
767,NC005,Human Resource Management,315,335.0
768,NC006,Accounting,350,370.0
769,NC009,Business,315,340.0
770,NC011,Accounting and Human Resource Management - Area Based Part,350,415.0
771,NC013,Computing - Area Based Partnership Applicants,,
772,NC014,Business Information Systems - Area Based Partnership,,
773,NC015,Human Resource Management - Area Based Partnership,,
774,NC016,Accounting - Area Based Partnership Applicants,310,335.0
775,NC019,Business - Area Based Partnership Applicants,270,345.0
776,RC001,Medicine - (Undergraduate Entry),#721,
777,RC004,Physiotherapy,525,525.0
778,RC005,Pharmacy,530,535.0
779,RC101,Medicine - Graduate Entry,#62*,662.0
780,PD101,Education - Primary Teaching,475*,500.0
781,PD102,Education - Primary Teaching - Gaeltacht Applicants,435,450.0
782,PD103,Arts/Humanities,415,435.0
783,TR002,Music,**470*,510.0
784,TR003,History,480,505.0
785,TR004,Law,510,535.0
786,TR005,Philosophy,430,490.0
787,TR006,Psychology,545,555.0
788,TR007,Clinical Speech and Language Studies,525,540.0
789,TR008,World Religions and Theology,340,390.0
790,TR009,Music Education,**475*,500.0
791,TR010,Computer Science Linguistics and German,485,540.0
792,TR011,Computer Science Linguistics and French,430,495.0
793,TR012,History and Political Science,515,535.0
794,TR013,Computer Science Linguistics and Irish,525,525.0
795,TR014,Philosophy and Political Science,500,510.0
796,TR015,Philosophy Political Science Economics and Sociology,510*,535.0
797,TR016,Deaf Studies,335,360.0
798,TR017,Law and Business,550,555.0
799,TR018,Law and French,555*,585.0
800,TR019,Law and German,510*,530.0
801,TR020,Law and Political Science,560*,570.0
802,TR021,Classics,425,500.0
803,TR022,Early and Modern Irish,345,415.0
804,TR023,English Studies,505*,525.0
805,TR024,European Studies,520,555.0
806,TR025,Drama and Theatre Studies,***500,535.0
807,TR027,Irish Studies,330,350.0
808,TR028,Ancient and Medieval History and Culture,395*,430.0
809,TR029,Political Science and Geography,430*,450.0
810,TR031,Mathematics,465*,510.0
811,TR032,Engineering,405,475.0
812,TR033,Computer Science,355,440.0
813,TR034,Management Science and Information Systems Studies,380,460.0
814,TR035,Theoretical Physics,500*,560.0
815,TR038,Engineering with Management,390,415.0
816,TR051,Medicine,#731*,
817,TR052,Dental Science,580*,590.0
818,TR053,Physiotherapy,530*,540.0
819,TR054,Occupational Therapy,495,510.0
820,TR055,Radiation Therapy,515*,530.0
821,TR056,Human Health and Disease,505,525.0
822,TR071,Science,455*,495.0
823,TR072,Pharmacy,540*,555.0
824,TR073,Human Genetics,520,540.0
825,TR074,Chemistry with Molecular Modelling,400,465.0
826,TR075,Medicinal Chemistry,475*,505.0
827,TR076,Physics and Chemistry of Advanced Materials,410,460.0
828,TR077,Earth Sciences,455,495.0
829,TR081,Business Economic and Social Studies (BESS),475*,505.0
830,TR082,Business and Computing,375,420.0
831,TR083,Sociology and Social Policy,445,465.0
832,TR084,Social Studies (Social Work),465,485.0
833,TR085,Business Studies and French,505,525.0
834,TR086,Business Studies and German,440,465.0
835,TR087,Business Studies and Russian,410,445.0
836,TR089,Business Studies and Polish,420,420.0
837,TR090,Business Studies and Spanish,475,495.0
838,TR091,General Nursing (Meath and St James�s),400*,425.0
839,TR092,Mature Applicants General Nursing (Meath and St James�s),#166*,173.0
840,TR093,General Nursing (Adelaide School of Nursing),#380,405.0
841,TR094,Mature Applicants General Nursing (Adelaide School of Nursing),#174,179.0
842,TR095,Psychiatric Nursing,360*,380.0
843,TR096,Mature Applicants Psychiatric Nursing,#153,161.0
844,TR097,Intellectual Disability Nursing,360*,375.0
845,TR098,Mature Applicants Intellectual Disability Nursing,#151,158.0
846,TR911,Children's and General Nursing (Integrated),480*,500.0
847,TR912,Mature Applicants Children's and General Nursing (Integrated),#179,188.0
848,TR913,Midwifery,435*,450.0
849,TR914,Mature Applicants Midwifery,#168,174.0
850,DN001,Architecture,495,535.0
851,DN002,Medicine - (Undergraduate Entry),#725,
852,DN004,Radiography,525,540.0
853,DN005,Veterinary Medicine - (Undergraduate Entry),555,565.0
854,DN006,Physiotherapy,535*,555.0
855,DN007,Social Science,395,435.0
856,DN008,Science,435,465.0
857,DN009,Law (BCL),480,500.0
858,DN010,Agricultural Science,420,445.0
859,DN011,Music,#335,450.0
860,DN012,Arts,365,410.0
861,DN013,Commerce - Business with Chinese Studies,445,465.0
862,DN015,Commerce,445,470.0
863,DN016,Commerce (International) - with German,400,425.0
864,DN017,Commerce (International) - with French,470*,490.0
865,DN018,Commerce (International) - with Spanish,465,480.0
866,DN019,Commerce (International) - with Italian,435*,445.0
867,DN020,Actuarial and Financial Studies,545,560.0
868,DN021,Business and Law,480,505.0
869,DN022,Arts - Part time Evening,245,622.0
870,DN023,Arts - Part time Day,425,623.0
871,DN024,Sports and Exercise Management,400,420.0
872,DN026,Economics and Finance,520,540.0
873,DN028,BCL Ma�trise,500,540.0
874,DN029,Law with French Law (BCL),545,555.0
875,DN030,Computer Science,375,420.0
876,DN031,Theoretical Physics,405,500.0
877,DN032,Mathematical Science,440,510.0
878,DN033,Physics with Astronomy and Space Science,385,445.0
879,DN034,Pharmacology,450,480.0
880,DN035,Medicinal Chemistry and Chemical Biology,435,465.0
881,DN036,Neuroscience,500,510.0
882,DN037,Biomedical Health and Life Sciences,505,525.0
883,DN038,Climate and Earth System Science,320,425.0
884,DN039,Biochemistry and Molecular Biology,430,465.0
885,DN040,Food Science,410,435.0
886,DN041,Landscape Architecture,375,420.0
887,DN042,Forestry,330,375.0
888,DN043,Food and Agribusiness Management,390,410.0
889,DN044,Agri-Environmental Sciences,380,390.0
890,DN045,Animal and Crop Production,390,405.0
891,DN046,Animal Science,405,430.0
892,DN047,Engineering Technology,395,410.0
893,DN048,Horticulture Landscape and Sportsturf Management,350,380.0
894,DN049,Animal Science - Equine,410,445.0
895,DN051,Economics,435,450.0
896,DN052,History,445,465.0
897,DN053,Philosophy,410,440.0
898,DN054,Psychology,505,525.0
899,DN055,English,475,500.0
900,DN056,Integrated BA/MA in Liberal Arts,405,450.0
901,DN057,Arts (International) - French,380,435.0
902,DN058,Arts (International) - German,350,355.0
903,DN059,Arts (International) - Spanish,435,440.0
904,DN060,Law with History,500,520.0
905,DN063,Geography Planning and Environmental Policy,385,415.0
906,DN064,English with Drama,355,410.0
907,DN065,Law with Politics,505,535.0
908,DN066,Law with Philosophy,515,520.0
909,DN067,Law with Economics,500,515.0
910,DN068,English with Film,400,435.0
911,DN069,Arts (International) - Modern Languages,400,470.0
912,DN077,Engineering,425,490.0
913,DN078,Structural Engineering with Architecture,440,490.0
914,DN090,Human Nutrition,505,520.0
915,DN091,Dairy Business,370,410.0
916,DN093,Archaeology and Geology,345,415.0
917,DN096,Health and Performance Science,430*,455.0
918,DN102,Medicine - Graduate Entry,#60*,627.0
919,DN105,Veterinary Medicine - Graduate Entry,#,
920,DN106,Veterinary Nursing,430,490.0
921,DN110,General Nursing,400*,420.0
922,DN111,Mature Applicants General Nursing,#163,166.0
923,DN116,Children's and General Nursing (Integrated),480*,495.0
924,DN117,Mature Applicants Children's and General Nursing (Integrated),#170*,172.0
925,DN118,Midwifery,425*,460.0
926,DN119,Mature Applicants Midwifery,#172,181.0
927,DN120,Psychiatric Nursing,380,395.0
928,DN121,Mature Applicants Psychiatric Nursing,#162,163.0
929,DK810,Accounting and Finance,300,355.0
930,DK812,Marketing,300,325.0
931,DK815,Public Relations,300,335.0
932,DK816,Business Studies,300,340.0
933,DK820,Computing in Games Development,315,370.0
934,DK821,Computing,300,320.0
935,DK830,Building Surveying,300,350.0
936,DK860,Applied Music,#435,560.0
937,DK861,Humanities,300,335.0
938,DK862,Social Care,330,345.0
939,DK870,General Nursing,390,400.0
940,DK871,Mature Applicants General Nursing,#169,174.0
941,DK872,Intellectual Disability Nursing,350*,360.0
942,DK873,Mature Applicants Intellectual Disability Nursing,#151,159.0
943,DK874,Psychiatric Nursing,350*,360.0
944,DK875,Mature Applicants Psychiatric Nursing,#157,163.0
945,DK876,Early Childhood Studies,350*,375.0
946,DK877,Midwifery,400,405.0
947,DK878,Mature Applicants Midwifery,#161,168.0
948,DK880,Health and Physical Activity,325,365.0
949,GA180,Gn� agus Cumars�id,270,335.0
950,GA181,Accounting,300,335.0
951,GA380,Hotel and Catering Management,245,310.0
952,GA480,Construction Management,250,320.0
953,GA780,Applied Freshwater and Marine Biology,340,355.0
954,GA781,Applied Biology and Biopharmaceutical Science,330,350.0
955,GA782,Chemical and Pharmaceutical Science,310,325.0
956,GA784,Science (Undenominated),330,345.0
957,GA785,Medical Science,400,425.0
958,GA786,Forensic Science and Analysis,400,425.0
959,GA880,General Nursing (at Castlebar),400,415.0
960,GA881,Mature Applicants General Nursing (at Castlebar),#166,170.0
961,GA882,Psychiatric Nursing (at Castlebar),400*,400.0
962,GA883,Mature Applicants Psychiatric Nursing (at Castlebar),#171,179.0
963,GA980,Design and Technology Education (at Letterfrack),425,450.0
964,GY101,Arts,350,395.0
965,GY103,Arts (Public and Social Policy),315,335.0
966,GY104,Arts (Psychology),520,540.0
967,GY105,Arts (History),385,415.0
968,GY106,Na D�na (Cumars�id),300,345.0
969,GY107,Na D�na (Gaeilge agus L_ann an Aistri�ch�in),375,470.0
970,GY108,Na D�na (Riarach�n Gn�) - NUI Galway and LYIT,235,295.0
971,GY109,Arts (Mathematics and Education),380,445.0
972,GY110,Arts with Children�s Studies,460,470.0
973,GY111,Arts with Creative Writing,495,515.0
974,GY112,Arts with Film Studies,460,475.0
975,GY113,Arts with Human Rights,455,485.0
976,GY114,Arts with Irish Studies,400,440.0
977,GY115,Arts with Theatre and Performance,475,505.0
978,GY116,Arts with Global Women�s Studies,335,350.0
979,GY117,Arts with Latin American Studies,345,375.0
980,GY120,Arts (Environment/Society/Youth/Family Studies at St Angelas),300,325.0
981,GY201,Commerce,365,400.0
982,GY202,Commerce (International) with French,470,485.0
983,GY203,Commerce (International) with German,395,465.0
984,GY204,Commerce (International) with Spanish,345,410.0
985,GY205,Commerce (International) with Italian,335,405.0
986,GY206,Business Information Systems,345,375.0
987,GY207,Commerce (Accounting),410*,460.0
988,GY250,Corporate Law,385,415.0
989,GY251,Civil Law,440,475.0
990,GY301,Science,345,410.0
991,GY303,Biomedical Science,485,505.0
992,GY304,Biotechnology,370,400.0
993,GY308,Environmental Science,365,400.0
994,GY309,Financial Mathematics and Economics,415,490.0
995,GY310,Marine Science,370,425.0
996,GY313,Health and Safety Systems,310,330.0
997,GY314,Earth and Ocean Sciences,350,400.0
998,GY315,Physics and Applied Physics,425,485.0
999,GY316,Physics with Medical Physics,355,410.0
1000,GY317,Physics with Astrophysics,375,420.0
1001,GY318,Biopharmaceutical Chemistry,395,445.0
1002,GY319,Mathematical Science,450,520.0
1003,GY350,Computer Science and Information Technology,325,380.0
1004,GY401,Engineering (Undenominated),395,460.0
1005,GY402,Civil Engineering,395,450.0
1006,GY405,Mechanical Engineering,430,465.0
1007,GY406,Electronic and Computer Engineering,390,445.0
1008,GY408,Biomedical Engineering,405,465.0
1009,GY409,Environmental Engineering,310,390.0
1010,GY410,Project and Construction Management,320,360.0
1011,GY411,Sports and Exercise Engineering,350,400.0
1012,GY412,Engineering Innovation - Electronic,560,560.0
1013,GY413,Energy Systems Engineering,380,465.0
1014,GY414,Electrical and Electronic Engineering,415,465.0
1015,GY501,Medicine (five year/six year course),#719,
1016,GY502,Occupational Therapy,500,510.0
1017,GY503,Speech and Language Therapy,495,515.0
1018,GY504,Podiatry,445,460.0
1019,GY515,General Nursing (Galway and Portiuncula),440*,460.0
1020,GY516,Psychiatric Nursing,395*,415.0
1021,GY517,Midwifery,425*,440.0
1022,GY525,Mature Applicants General Nursing (Galway and Portiuncula),#169,176.0
1023,GY526,Mature Applicants Psychiatric Nursing,#165*,167.0
1024,GY527,Mature Applicants Midwifery,#171,172.0
1025,LY708,Applied Computing,230,300.0
1026,LY908,General Nursing,390,415.0
1027,LY918,Psychiatric Nursing,340,355.0
1028,LY928,Intellectual Disability Nursing,350,370.0
1029,LY938,Mature Applicants General Nursing,#177,190.0
1030,LY948,Mature Applicants Psychiatric Nursing,#172*,175.0
1031,LY958,Mature Applicants Intellectual Disability Nursing,#169,171.0
1032,MI004,Liberal Arts,395,430.0
1033,MI005,Education - Primary Teaching,475*,500.0
1034,MI006,Education - Primary Teaching - Gaeltacht Applicants,435,485.0
1035,MI007,Early Childhood Care and Education,370,395.0
1036,MI008,Primary Teaching in Education and Psychology,540,555.0
1037,CI101,Counselling and Psychotherapy,240,310.0
1038,LC102,Art and Design,#815,910.0
1039,LC231,Law and Taxation,300,345.0
1040,LC241,Business (Accounting/Finance),335,370.0
1041,LC251,Business (Marketing and Management),335,360.0
1042,LC331,Software Development,295,325.0
1043,LC341,Multimedia Programming and Design,310,340.0
1044,LC391,Computer Networks and Systems,260,305.0
1045,LC421,Civil Engineering Management,310,340.0
1046,LC461,Building Surveying,245,305.0
1047,LC471,Quantity Surveying,300,330.0
1048,LC481,Real Estate,280,315.0
1049,LC491,Construction Management,290,325.0
1050,LC651,Science (Pharmaceutical and Forensic Analysis),370,395.0
1051,LC661,Drug and Medicinal Product Analysis,275,310.0
1052,LC921,Applied Social Studies (Social Care),365,385.0
1053,LC931,Business with Tourism,285,320.0
1054,LC941,Business with Event Management,300,330.0
1055,LC951,Business with Sports Management,310,340.0
1056,LM020,Law and Accounting,445,495.0
1057,LM022,Politics and International Relations,340,365.0
1058,LM023,Health Informatics,335,385.0
1059,LM029,Law Plus,440,470.0
1060,LM030,Irish Music and Dance,#315*,440.0
1061,LM031,Voice and Dance,#355,375.0
1062,LM032,Arts (Joint Honours),440*,465.0
1063,LM033,New Media and English,375,405.0
1064,LM035,English and History,385,410.0
